Object,ComboKey,PriceListSFID,ProductSFID,AccountSFID,ExistingRecordID,CurrentPrice,NewPrice,Action,SFResult,FailureReason
Price_List_Entry__c,DCS200 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asNBQAY,,a1W2K00000FiRM7UAN,82.5,82.500000,UPDATE,,
Price_List_Entry__c,DCS200 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asNBQAY,,a1W2K00000FiRM8UAN,78.38,78.380000,UPDATE,,
Price_List_Entry__c,DCS400 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asNCQAY,,a1W2K00000FiRUwUAN,117.34,117.340000,UPDATE,,
Price_List_Entry__c,DCS400 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asNCQAY,,a1W2K00000FiRUyUAN,92.63,92.630000,UPDATE,,
Price_List_Entry__c,DCS400 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asNCQAY,,a1W2K00000FiRUvUAN,88.0,88.000000,UPDATE,,
Price_List_Entry__c,DCS400 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asNCQAY,,a1W2K00000FiRUxUAN,83.6,83.600000,UPDATE,,
Price_List_Entry__c,DCT100 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asNDQAY,,a1W2K00000FiRMCUA3,86.54,86.540000,UPDATE,,
Price_List_Entry__c,DCT100 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asNDQAY,,a1W2K00000FiRMDUA3,68.32,68.320000,UPDATE,,
Price_List_Entry__c,DCT100 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asNDQAY,,a1W2K00000FiRMEUA3,64.9,64.900000,UPDATE,,
Price_List_Entry__c,DCT100 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asNDQAY,,a1W2K00000FiRMBUA3,61.66,61.660000,UPDATE,,
Price_List_Entry__c,DCT300 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asNEQAY,,a1W2K00000FiR7WUAV,98.26,98.260000,UPDATE,,
Price_List_Entry__c,DCT300 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asNEQAY,,a1W2K00000FiR7UUAV,77.58,77.580000,UPDATE,,
Price_List_Entry__c,DCT300 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asNEQAY,,a1W2K00000FiR7TUAV,73.7,73.700000,UPDATE,,
Price_List_Entry__c,DCT300 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asNEQAY,,a1W2K00000FiR7VUAV,70.02,70.020000,UPDATE,,
Price_List_Entry__c,DCT500 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asNFQAY,,a1W2K00000FiRJUUA3,168.66,168.660000,UPDATE,,
Price_List_Entry__c,DCT500 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asNFQAY,,a1W2K00000FiRJXUA3,133.16,133.160000,UPDATE,,
Price_List_Entry__c,DCT500 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asNFQAY,,a1W2K00000FiRJVUA3,126.5,126.500000,UPDATE,,
Price_List_Entry__c,DCT500 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asNFQAY,,a1W2K00000FiRJWUA3,120.18,120.180000,UPDATE,,
Price_List_Entry__c,DCT600 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asNGQAY,,a1W2K00000FiRGZUA3,215.6,215.600000,UPDATE,,
Price_List_Entry__c,DCT600 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asNGQAY,,a1W2K00000FiRGbUAN,170.21,170.210000,UPDATE,,
Price_List_Entry__c,DCT600 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asNGQAY,,a1W2K00000FiRGYUA3,161.7,161.700000,UPDATE,,
Price_List_Entry__c,DCT600 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asNGQAY,,a1W2K00000FiRGaUAN,153.62,153.620000,UPDATE,,
Price_List_Entry__c,DCT900 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asWxQAI,,a1W2K00000FiRGdUAN,159.09,159.090000,UPDATE,,
Price_List_Entry__c,DCT900 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asWxQAI,,a1W2K00000FiRGfUAN,125.6,125.600000,UPDATE,,
Price_List_Entry__c,DCT900 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asWxQAI,,a1W2K00000FiRGeUAN,119.32,119.320000,UPDATE,,
Price_List_Entry__c,DCT900 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asWxQAI,,a1W2K00000FiRGcUAN,113.35,113.350000,UPDATE,,
Price_List_Entry__c,DS-VWRS013 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqfCQAQ,,a1W2K00000FiQrpUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS013 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqfCQAQ,,a1W2K00000FiQySUAV,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS013 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqfCQAQ,,a1W2K00000FiQqmUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS013 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqfCQAQ,,a1W2K00000FiQyUUAV,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS029 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqfGQAQ,,a1W2K00000FiQyRUAV,157.3,157.300000,UPDATE,,
Price_List_Entry__c,DS-VWRS029 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqfGQAQ,,a1W2K00000FiQyTUAV,124.3,124.300000,UPDATE,,
Price_List_Entry__c,DS-VWRS029 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqfGQAQ,,a1W2K00000FiR02UAF,117.7,117.700000,UPDATE,,
Price_List_Entry__c,DS-VWRS029 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqfGQAQ,,a1W2K00000FiQyVUAV,111.1,111.100000,UPDATE,,
Price_List_Entry__c,DS-VWRS039 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqfHQAQ,,a1W2K00000FiQt0UAF,152.9,152.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS039 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqfHQAQ,,a1W2K00000FiQwdUAF,121.0,121.000000,UPDATE,,
Price_List_Entry__c,DS-VWRS039 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqfHQAQ,,a1W2K00000FiR03UAF,115.5,115.500000,UPDATE,,
Price_List_Entry__c,DS-VWRS039 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqfHQAQ,,a1W2K00000FiQuqUAF,108.9,108.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS040 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqfIQAQ,,a1W2K00000FiQwbUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS040 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqfIQAQ,,a1W2K00000FiQq8UAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS040 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqfIQAQ,,a1W2K00000FiQt1UAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS040 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqfIQAQ,,a1W2K00000FiQwfUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS045 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqmmQAA,,a1W2K00000FiQtxUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS045 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqmmQAA,,a1W2K00000FiQriUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS045 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqmmQAA,,a1W2K00000FiQwcUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS045 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqmmQAA,,a1W2K00000FiQpjUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS052 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqmnQAA,,a1W2K00000FiQzAUAV,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS052 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqmnQAA,,a1W2K00000FiQvkUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS052 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqmnQAA,,a1W2K00000FiQtzUAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS052 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqmnQAA,,a1W2K00000FiR07UAF,100.06,100.060000,UPDATE,,
Price_List_Entry__c,DS-VWRS053 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqmoQAA,,a1W2K00000FiQpiUAF,152.9,152.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS053 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqmoQAA,,a1W2K00000FiQrsUAF,121.0,121.000000,UPDATE,,
Price_List_Entry__c,DS-VWRS053 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqmoQAA,,a1W2K00000FiQt2UAF,115.5,115.500000,UPDATE,,
Price_List_Entry__c,DS-VWRS053 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqmoQAA,,a1W2K00000FiR08UAF,108.9,108.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS086 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqfJQAQ,,a1W2K00000FiQviUAF,152.9,152.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS086 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqfJQAQ,,a1W2K00000FiQrtUAF,121.0,121.000000,UPDATE,,
Price_List_Entry__c,DS-VWRS086 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqfJQAQ,,a1W2K00000FiR04UAF,115.5,115.500000,UPDATE,,
Price_List_Entry__c,DS-VWRS086 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqfJQAQ,,a1W2K00000FiQwgUAF,108.9,108.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS090 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000arZDQAY,,a1W2K00000FiQvjUAF,173.8,173.800000,UPDATE,,
Price_List_Entry__c,DS-VWRS090 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000arZDQAY,,a1W2K00000FiQr2UAF,137.5,137.500000,UPDATE,,
Price_List_Entry__c,DS-VWRS090 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000arZDQAY,,a1W2K00000FiR05UAF,130.9,130.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS090 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000arZDQAY,,a1W2K00000FiQyWUAV,124.3,124.300000,UPDATE,,
Price_List_Entry__c,DS-VWRS091 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000002iG1rQAE,,a1W2K00000FiR0xUAF,160.51,160.510000,UPDATE,,
Price_List_Entry__c,DS-VWRS091 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000002iG1rQAE,,a1W2K00000FiR06UAF,126.72,126.720000,UPDATE,,
Price_List_Entry__c,DS-VWRS091 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000002iG1rQAE,,a1W2K00000FiQu0UAF,120.38,120.380000,UPDATE,,
Price_List_Entry__c,DS-VWRS091 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000002iG1rQAE,,a1W2K00000FiQu4UAF,114.36,114.360000,UPDATE,,
Price_List_Entry__c,DS-VWRS092 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqulQAA,,a1W2K00000FiQq7UAF,205.07,205.070000,UPDATE,,
Price_List_Entry__c,DS-VWRS092 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqulQAA,,a1W2K00000FiQr3UAF,161.9,161.900000,UPDATE,,
Price_List_Entry__c,DS-VWRS092 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqulQAA,,a1W2K00000FiR1qUAF,153.8,153.800000,UPDATE,,
Price_List_Entry__c,DS-VWRS092 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqulQAA,,a1W2K00000FiQr4UAF,146.11,146.110000,UPDATE,,
Price_List_Entry__c,DS-VWS013 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000arDbQAI,,a1W2K00000FiQpHUAV,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS013 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000arDbQAI,,a1W2K00000FiQu2UAF,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS013 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000arDbQAI,,a1W2K00000FiQrqUAF,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS013 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000arDbQAI,,a1W2K00000FiQr5UAF,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS040 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000asfiQAA,,a1W2K00000FiQzBUAV,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS040 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000asfiQAA,,a1W2K00000FiQu3UAF,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS040 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000asfiQAA,,a1W2K00000FiQp2UAF,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS040 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000asfiQAA,,a1W2K00000FiQvmUAF,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS040-P - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000atFOQAY,,a1W2K00000FiQtyUAF,44.0,44.000000,UPDATE,,
Price_List_Entry__c,DS-VWS040-P - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000atFOQAY,,a1W2K00000FiQsLUAV,35.08,35.080000,UPDATE,,
Price_List_Entry__c,DS-VWS040-P - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000atFOQAY,,a1W2K00000FiR1rUAF,33.0,33.000000,UPDATE,,
Price_List_Entry__c,DS-VWS040-P - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000atFOQAY,,a1W2K00000FiQrvUAF,31.9,31.900000,UPDATE,,
Price_List_Entry__c,DS-VWS079 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000arF6QAI,,a1W2K00000FsQ2EUAV,64.81,64.810000,UPDATE,,
Price_List_Entry__c,DS-VWS079 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000arF6QAI,,a1W2K00000FsQ0VUAV,51.17,51.170000,UPDATE,,
Price_List_Entry__c,DS-VWS079 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000arF6QAI,,a1W2K00000FsQ48UAF,48.61,48.610000,UPDATE,,
Price_List_Entry__c,DS-VWS079 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000arF6QAI,,a1W2K00000FsQ67UAF,46.18,46.180000,UPDATE,,
Price_List_Entry__c,DS-VWS090 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000aqmGQAQ,,a1W2K00000FiQxWUAV,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS090 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000aqmGQAQ,,a1W2K00000FiQplUAF,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS090 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000aqmGQAQ,,a1W2K00000FiQzEUAV,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS-VWS090 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000aqmGQAQ,,a1W2K00000FiQzKUAV,26.69,26.690000,UPDATE,,
Price_List_Entry__c,DS25 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000arqQQAQ,,a1W2K00000FiR7iUAF,82.56,82.560000,UPDATE,,
Price_List_Entry__c,DS25 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000arqQQAQ,,a1W2K00000FiR7fUAF,65.19,65.190000,UPDATE,,
Price_List_Entry__c,DS25 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000arqQQAQ,,a1W2K00000FiR7gUAF,61.93,61.930000,UPDATE,,
Price_List_Entry__c,DS25 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000arqQQAQ,,a1W2K00000FiR7hUAF,58.67,58.670000,UPDATE,,
Price_List_Entry__c,DS45 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000aqkkQAA,,a1W2K00000FiRUzUAN,54.15,54.150000,UPDATE,,
Price_List_Entry__c,DS45 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000aqkkQAA,,a1W2K00000FiRV1UAN,42.74,42.740000,UPDATE,,
Price_List_Entry__c,DS45 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000aqkkQAA,,a1W2K00000FiRV0UAN,40.61,40.610000,UPDATE,,
Price_List_Entry__c,DS45 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000aqkkQAA,,a1W2K00000FiRV2UAN,38.47,38.470000,UPDATE,,
Price_List_Entry__c,DSX200 - DSDEAL - USD,a1U2K000009nrhPUAQ,01t6A000000arGHQAY,,a1W2K00000FiQjuUAF,181.91,181.910000,UPDATE,,
Price_List_Entry__c,DSX200 - DSPART - USD,a1U2K000009nrhQUAQ,01t6A000000arGHQAY,,a1W2K00000FiQjwUAF,143.61,143.610000,UPDATE,,
Price_List_Entry__c,DSX200 - DSDIST - USD,a1U2K000009nrhRUAQ,01t6A000000arGHQAY,,a1W2K00000FiQjvUAF,136.43,136.430000,UPDATE,,
Price_List_Entry__c,DSX200 - DSSPEC - USD,a1U2K000009nrk4UAA,01t6A000000arGHQAY,,a1W2K00000FiQjxUAF,129.25,129.250000,UPDATE,,
Price_List_Entry__c,ESHV10 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000aqpeQAA,,a1W2K00000FiRVNUA3,31.48,31.480000,UPDATE,,
Price_List_Entry__c,ESHV10 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000aqpeQAA,,a1W2K00000FiRVPUA3,24.85,24.850000,UPDATE,,
Price_List_Entry__c,ESHV10 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000aqpeQAA,,a1W2K00000FiRVQUA3,23.62,23.620000,UPDATE,,
Price_List_Entry__c,ESHV10 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000aqpeQAA,,a1W2K00000FiRVOUA3,22.37,22.370000,UPDATE,,
Price_List_Entry__c,ESHV10-S1 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000arxkQAA,,a1W2K00000FiQdCUAV,31.48,31.480000,UPDATE,,
Price_List_Entry__c,ESHV10-S1 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000arxkQAA,,a1W2K00000FiQdEUAV,24.85,24.850000,UPDATE,,
Price_List_Entry__c,ESHV10-S1 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000arxkQAA,,a1W2K00000FiQdDUAV,23.62,23.620000,UPDATE,,
Price_List_Entry__c,ESHV10-S1 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000arxkQAA,,a1W2K00000FiQdFUAV,22.37,22.370000,UPDATE,,
Price_List_Entry__c,ESHV20 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000aqpfQAA,,a1W2K00000FiRDWUA3,50.0,50.000000,UPDATE,,
Price_List_Entry__c,ESHV20 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000aqpfQAA,,a1W2K00000FiRDXUA3,39.47,39.470000,UPDATE,,
Price_List_Entry__c,ESHV20 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000aqpfQAA,,a1W2K00000FiRDUUA3,37.51,37.510000,UPDATE,,
Price_List_Entry__c,ESHV20 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000aqpfQAA,,a1W2K00000FiRDVUA3,35.53,35.530000,UPDATE,,
Price_List_Entry__c,ESHV20-S1 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000arxlQAA,,a1W2K00000FiQdGUAV,50.0,50.000000,UPDATE,,
Price_List_Entry__c,ESHV20-S1 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000arxlQAA,,a1W2K00000FiQdIUAV,39.47,39.470000,UPDATE,,
Price_List_Entry__c,ESHV20-S1 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000arxlQAA,,a1W2K00000FiQdHUAV,37.51,37.510000,UPDATE,,
Price_List_Entry__c,ESHV20-S1 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000arxlQAA,,a1W2K00000FiQdJUAV,35.53,35.530000,UPDATE,,
Price_List_Entry__c,ESHV30 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000aqpgQAA,,a1W2K00000FiRJvUAN,79.66,79.660000,UPDATE,,
Price_List_Entry__c,ESHV30 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000aqpgQAA,,a1W2K00000FiRJtUAN,62.9,62.900000,UPDATE,,
Price_List_Entry__c,ESHV30 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000aqpgQAA,,a1W2K00000FiRJuUAN,59.74,59.740000,UPDATE,,
Price_List_Entry__c,ESHV30 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000aqpgQAA,,a1W2K00000FiRJsUAN,56.6,56.600000,UPDATE,,
Price_List_Entry__c,ESHV30-S1 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asIvQAI,,a1W2K00000FiQdKUAV,79.66,79.660000,UPDATE,,
Price_List_Entry__c,ESHV30-S1 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asIvQAI,,a1W2K00000FiQdMUAV,62.9,62.900000,UPDATE,,
Price_List_Entry__c,ESHV30-S1 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asIvQAI,,a1W2K00000FiQdLUAV,59.74,59.740000,UPDATE,,
Price_List_Entry__c,ESHV30-S1 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asIvQAI,,a1W2K00000FiQdNUAV,56.6,56.600000,UPDATE,,
Price_List_Entry__c,EXT006 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000aqklQAA,,a1W2K00000FiRH8UAN,30.86,30.860000,UPDATE,,
Price_List_Entry__c,EXT006 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000aqklQAA,,a1W2K00000FiRH9UAN,24.36,24.360000,UPDATE,,
Price_List_Entry__c,EXT006 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000aqklQAA,,a1W2K00000FiRHAUA3,23.14,23.140000,UPDATE,,
Price_List_Entry__c,EXT006 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000aqklQAA,,a1W2K00000FiRHBUA3,21.99,21.990000,UPDATE,,
Price_List_Entry__c,EXT101 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000asNAQAY,,a1W2K00000FiRJzUAN,35.31,35.310000,UPDATE,,
Price_List_Entry__c,EXT101 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000asNAQAY,,a1W2K00000FiRJyUAN,27.88,27.880000,UPDATE,,
Price_List_Entry__c,EXT101 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000asNAQAY,,a1W2K00000FiRJxUAN,26.48,26.480000,UPDATE,,
Price_List_Entry__c,EXT101 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000asNAQAY,,a1W2K00000FiRJwUAN,25.16,25.160000,UPDATE,,
Price_List_Entry__c,EXT102 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000arB2QAI,,a1W2K00000FiR7zUAF,48.38,48.380000,UPDATE,,
Price_List_Entry__c,EXT102 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000arB2QAI,,a1W2K00000FiR80UAF,38.2,38.200000,UPDATE,,
Price_List_Entry__c,EXT102 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000arB2QAI,,a1W2K00000FiR81UAF,36.29,36.290000,UPDATE,,
Price_List_Entry__c,EXT102 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000arB2QAI,,a1W2K00000FiR82UAF,34.47,34.470000,UPDATE,,
Price_List_Entry__c,EXT106 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000arB5QAI,,a1W2K00000FiRDuUAN,64.22,64.220000,UPDATE,,
Price_List_Entry__c,EXT106 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000arB5QAI,,a1W2K00000FiRDsUAN,50.7,50.700000,UPDATE,,
Price_List_Entry__c,EXT106 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000arB5QAI,,a1W2K00000FiRDtUAN,48.17,48.170000,UPDATE,,
Price_List_Entry__c,EXT106 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000arB5QAI,,a1W2K00000FiRDvUAN,45.63,45.630000,UPDATE,,
Price_List_Entry__c,EXT107 - COREDEAL - USD,a1U2K000009nrmJUAQ,01t6A000000arB6QAI,,a1W2K00000FiR8DUAV,78.27,78.270000,UPDATE,,
Price_List_Entry__c,EXT107 - COREPART - USD,a1U2K000009nrmLUAQ,01t6A000000arB6QAI,,a1W2K00000FiR8BUAV,61.8,61.800000,UPDATE,,
Price_List_Entry__c,EXT107 - COREDIST - USD,a1U2K000009nrmMUAQ,01t6A000000arB6QAI,,a1W2K00000FiR8EUAV,58.7,58.700000,UPDATE,,
Price_List_Entry__c,EXT107 - CORESPEC - USD,a1U2K000009nrmKUAQ,01t6A000000arB6QAI,,a1W2K00000FiR8CUAV,55.61,55.610000,UPDATE,,
Price_List_Entry__c,IB14X14-W - COREDEAL - USD,a1U2K000009nrmJUAQ,01t2K000006MDPiQAO,,a1W2K00000FiQxTUAV,97.65,124.060000,UPDATE,,
Price_List_Entry__c,IB14X14-W - COREPART - USD,a1U2K000009nrmLUAQ,01t2K000006MDPiQAO,,a1W2K00000FiQpgUAF,77.7,98.730000,UPDATE,,
Price_List_Entry__c,IB14X14-W - COREDIST - USD,a1U2K000009nrmMUAQ,01t2K000006MDPiQAO,,a1W2K00000FiR1nUAF,73.5,93.390000,UPDATE,,
Price_List_Entry__c,IB14X14-W - CORESPEC - USD,a1U2K000009nrmKUAQ,01t2K000006MDPiQAO,,a1W2K00000FiQqzUAF,70.35,89.390000,UPDATE,,
Price_List_Entry__c,IB14X9-W - COREDEAL - USD,a1U2K000009nrmJUAQ,01t2K000006NaLuQAK,,a1W2K00000FiQrlUAF,76.65,97.380000,UPDATE,,
Price_List_Entry__c,IB14X9-W - COREPART - USD,a1U2K000009nrmLUAQ,01t2K000006NaLuQAK,,a1W2K00000FiQwZUAV,60.9,77.390000,UPDATE,,
