Action,PartNumber,Name,Description,IsActive,ItemStatus,SalesUnit,Authorization,PriceGroup,PLCM,Category,SF_Id
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",WPTV55-B,WPTV55-B,"55"" NEPTUNE SHADE SERIES 4K HDR - B STOCK - 30 DAY WARRANTY",True,Active,EA,False,NEPTUNE-WP,,TV,01t8V000008Yq7vQAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c)",WPTV654,WPTV654,"65"" 1500 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount",True,Active,EA,False,NEPTUNE-WP,Active,TV,01tPW000001OcJhYAK
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",WPTV65-B,WPTV65-B,"65"" NEPTUNE SHADE SERIES 4K HDR - B STOCK - 30 DAY WARRANTY",True,Active,EA,False,NEPTUNE-WP,,TV,01t8V000008Yq7qQAC
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",WPTV75-B,WPTV75-B,"75"" NEPTUNE SHADE SERIES 4K HDR - B STOCK - 30 DAY WARRANTY",True,Active,EA,False,NEPTUNE-WP,,TV,01t8V000008Yq7wQAC
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",XHB553-B,XHB553-B,"55"" XTREME HIGH BRIGHT OUTDOOR DISPLAY GEN3 - B-STOCK",True,Active,EA,False,ET,,TV,01t8V000008XLzzQAG
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c)",XHB553-R,XHB553-R,"55"" XTREME HIGH BRIGHT OUTDOOR DISPLAY - Refurbished",True,No Purchases,EA,False,ET,Use Up,TV,01t8V000008YvNhQAK
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",XHB554-B,XHB554-B,"55"" XTREME HIGH BRIGHT GEN4 - B-STOCK",False,Inactive,EA,False,ET,,TV,01t8V000006d31MQAQ
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c)",XHB554-R,XHB554-R,"55"" XTREME HIGH BRIGHT GEN4 - REFURBISHED",True,No Purchases,EA,False,ET,Use Up,TV,01t8V000006d31RQAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",XHB652-R,XHB652-R,"65"" XTREME HIGH BRIGHT OUTDOOR DISPLAY - (Refurbished)",True,No Purchases,EA,False,ET DD,,TV,01t8V000006dzChQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",XHB653-B,XHB653-B,"65"" XTREME HIGH BRIGHT OUTDOOR DISPLAY GEN3, B STOCK",True,Active,EA,False,ET,,TV,01t8V000006VDYiQAO
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",XHB653-R,XHB653-R,"65"" XTREME HIGH BRIGHT OUTDOOR DISPLAY GEN3, REFURBISHED",True,Active,EA,False,ET,,TV,01t8V000006VDYnQAO
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",XHB754-B,XHB754-B,"75"" XTREME HIGH BRIGHT OUTDOOR DISPLAY GEN4, B STOCK",True,Active,EA,False,ET,,TV,01t8V000006VDfTQAW
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",XHB754-R,XHB754-R,"75"" XTREME HIGH BRIGHT OUTDOOR DISPLAY GEN4, REFURBISHED",True,Active,EA,False,ET,,TV,01t8V000006VDfOQAW
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",KIT-UNVLED-STANDOFF2,KIT-UNVLED-STANDOFF2,STANDOFF KIT UNIVERSAL LED,True,No Purchases,EA,False,DVLED,,,01tPW000003JiwTYAS
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDTK-13VX10S,DS-LEDTK-13VX10S,"Universal DV-LED Trim Kit, 13' Vented x 10' Solid",True,No Request,EA,False,DVLED,Use Up,LED,01tPW000003QE7FYAW
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610,DS-LEDUNV610,One-to-one universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000003XhFmYAK
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-4X4,DS-LEDUNV610-4X4,4x4 Universal wall mount for latching dvLED displays up to 610mm wide,True,No Purchases,EA,False,DVLED,Active,LED,01tPW000003XhEAYA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV960-5X5,DS-LEDUNV960-5X5,5x5 Universal wall mount for latching dvLED displays up to 960mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000003XhCYYA0
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-5X5,DS-LEDUNV610-5X5,5x5 Universal wall mount for latching dvLED displays up to 610mm wide,False,No Sales,EA,False,DVLED,Active,LED,01tPW000003XhEBYA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNVSPACER,DS-LEDUNVSPACER,Universal Spacer for DS-LEDUNV,True,Active,EA,False,DVLED,Active,LED,01tPW000003YbBVYA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-6X6,DS-LEDUNV610-6X6,6x6 Universal wall mount for latching dvLED displays up to 610mm wide,True,No Purchases,EA,False,DVLED,Active,LED,01tPW000003XhAwYAK
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-8X8,DS-LEDUNV610-8X8,8x8 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000003XhKcYAK
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV960,DS-LEDUNV960,One-to-one universal wall mount for latching dvLED displays up to 960mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000003XhHNYA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV960-3X3,DS-LEDUNV960-3X3,3x3 Universal wall mount for latching dvLED displays up to 960mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000003XeOMYA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV960-4X4,DS-LEDUNV960-4X4,4x4 Universal wall mount for latching dvLED displays up to 960mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000003XhFnYAK
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",SPK812,SPK812,Universal Swivel Wall Speaker Mounts (One Pair) - 22 lbs (10kg),True,Active,EA,True,CORE,Active,MOUNT,01tPW000008a16dYAA
INSERT,HPF490,HPF490,Test -  Hospitality Wall Mount,True,Active,EA,False,HOSP,Active,MOUNT,
INSERT,PRJ500006,PRJ500006,KIPC2555B with acrylic both sides,True,Active,EA,False,KIOSK,,KIOSK,
INSERT,PRJ500007,PRJ500007,Custom KOF,True,Active,EA,False,KIOSK,,KIOSK,
INSERT,PRJ500009 10X4,PRJ500009 10X4,Custom DV-LED 10x4,True,Active,EA,False,DVLED,,LED,
INSERT,PLCM150,PLCM150,"Universal Kitted Ceiling Mount for 43-75""+ Displays",False,Inactive,EA,False,CORE,,MOUNT,
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",PCM150,PCM150,"Adjustable Universal Ceiling Mount Kit for 43-90""+ Displays",True,Active,EA,True,CORE,Active,MOUNT,01tPW0000067xr7YAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-8X4,DS-LEDUNV610-8X4,8x4 universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15aYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",VOLTA55C-R,VOLTA55C-R,"55"" XTREME HIGH BRIGHT VOLTA DISPLAY GENERATION 4 REFURBISHED",True,No Purchases,EA,False,ET,,KIOSK,01tPW000008a16fYAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV1220,DS-LEDUNV1220,One-to-one universal wall mount for latching dvLED displays up to 1220mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW0000079ImTYAU
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV1220-2X2,DS-LEDUNV1220-2X2,2x2 Universal wall mount for latching dvLED displays up to 1220mm wide,True,No Purchases,EA,False,DVLED,Use Up,LED,01tPW0000079J5pYAE
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV1220-3X3,DS-LEDUNV1220-3X3,3x3 Universal wall mount for latching dvLED displays up to 1220mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000006q277YAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV1220-4X4,DS-LEDUNV1220-4X4,4x4 Universal wall mount for latching dvLED displays up to 1220mm wide,True,Active,EA,False,DVLED,Active,LED,01tPW000006q2tVYAQ
INSERT,PRJ500786-1,PRJ500786-1,"KOF555-1 for XHB554 w/show base, fan, shelves,speakers",True,Active,EA,False,KIOSK,,KIOSK,
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",PRJ500786-2,PRJ500786-2,KOF555-2 for XHB554 w/show base + 2 shelves + display brackets,True,Active,EA,False,KIOSK,,KIOSK,01tPW000008a162YAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",75XHBWARR-003,75XHBWARR-003,"XHB 75"" - ADDITIONAL ONE YEAR EXTENDED WARRANTY INCLUDING ADVANCED REPLACEMENT PER ADDITIONAL YEAR",False,Inactive,EA,False,ET,,,01t8V0000095kMnQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",75XHBWARR-034,75XHBWARR-034,"XHB 75"" - ADDITIONAL TWO YEAR EXTENDED WARRANTY INCLUDING ADVANCED REPLACEMENT PER ADDITIONAL YEAR",False,Inactive,EA,False,ET,,,01t8V0000095kMiQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",75XHBWARR-345,75XHBWARR-345,"XHB 75"" - ADDITIONAL THREE YEAR EXTENDED WARRANTY INCLUDING ADVANCED REPLACEMENT PER ADDITIONAL YEAR",False,Inactive,EA,False,ET,,,01t8V0000095kMdQAI
INSERT,VOLTA55C-B,VOLTA55C-B,"55"" XTREME HIGH BRIGHT VOLTA DISPLAY GENERATION 4 B-STOCK",True,No Purchases,EA,False,ET,,KIOSK,
INSERT,SXOBH-75-4,SXOBH-75-4,"75"" Xtreme(tm) High Bright Gen4 - TruVu",True,No Request,EA,False,ET,Use Up,TV,
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",CO-FS55,CO-FS55,"(Customer Owned) 55"" Neptune Full Sun",True,No Request,EA,False,NEPTUNE,Active,TV,01tPW000008a14rYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",CO-FS65,CO-FS65,"(Customer Owned) 65"" Neptune Full Sun",True,Active,EA,False,NEPTUNE,Active,TV,01tPW000008a14sYAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNVWP,DS-LEDUNVWP,Adjustable Wall Plate for DS-LEDUNV,True,Active,EA,False,DVLED,,LED,01tPW0000079JAfYAM
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDLSAB-5X5,DS-LEDLSAB-5X5,5x5 Fixed Wall Mount for LG LSAB/LSAP Series,True,No Purchases,EA,False,DVLED,,LED,01tPW000008a150YAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-4X3,DS-LEDUNV610-4X3,4x3 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15TYAQ
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",PRJ500841,PRJ500841,InfoComm 2024 Plexi for the dvLED Display,True,Active,EA,False,DVLED,,LED,01tPW000008a168YAA
INSERT,PRJ500520,PRJ500520,41x1 Compound Curve Wall Mount for LG LSCB-CFK,True,Active,EA,False,DVLED,,DVLED,
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-7X7,DS-LEDUNV610-7X7,7x7 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW0000065VPWYA2
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-10X10,DS-LEDUNV610-10X10,10x10 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15GYAQ
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",NT554-R,NT554-R,"55"" 1500 Nits Full Sun,  Web OS Hub, Includes Outdoor Tilt Mount - REFURBISHED",True,Active,EA,False,NEPTUNE,,TV,01tPW000008a15vYAA
INSERT,NT554-B,NT554-B,"55"" 1500 Nits Full Sun,  Web OS Hub, Includes Outdoor Tilt Mount - B-STOCK",True,Active,EA,False,NEPTUNE,,TV,
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",NT654-R,NT654-R,"65"" 800 Nits Full Sun, Web OS Hub, Includes Outdoor Tilt Mount - REFURBISHED",True,Active,EA,False,NEPTUNE,,TV,01tPW000008a15xYAA
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",NT654-B,NT654-B,"65"" 800 Nits Full Sun,  Web OS Hub, Includes Outdoor Tilt Mount - B-STOCK",True,Active,EA,False,NEPTUNE,,TV,01tPW000008a15wYAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-18X3,DS-LEDUNV610-18X3,18x3 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15PYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-9X3,DS-LEDUNV610-9X3,9x3 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15bYAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-6X2,DS-LEDUNV610-6X2,6x2 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15VYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-5X2,DS-LEDUNV610-5X2,5x2 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15UYAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV960-4X9,DS-LEDUNV960-4X9,4x9 Universal wall mount for latching dvLED displays up to 960mm wide,True,Active,EA,False,DVLED,Use Up,LED,01tPW00000ACJfRYAX
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV960-4X10,DS-LEDUNV960-4X10,4x10 Universal wall mount for latching dvLED displays up to 960mm wide,True,Active,EA,False,DVLED,Use Up,LED,01tPW00000ACJFfYAP
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-9X9,DS-LEDUNV610-9X9,9x9 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15cYAA
INSERT,PRJ500936,PRJ500936,Custom Brackets to adapt XHB553 to KOP555-3XHB,True,Active,EA,False,KIOSK,,KIOSK,
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-12X4,DS-LEDUNV610-12X4,12x4 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15KYAQ
INSERT,PRJ500948,PRJ500948,"NEW KOF DOOR ASSEMBLY; Consists of 10005265 (x1), 520-1271 (x2), 10002568 (x1),",True,Active,EA,False,KIOSK,,KIOSK,
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",DS-LEDLSAB-8X8,DS-LEDLSAB-8X8,8X8 Fixed Wall Mount for LG LSAB Series,False,Inactive,EA,False,DVLED,,LED,01tPW000008a152YAA
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDLSAB-8X4,DS-LEDLSAB-8X4,8X4 Fixed Wall Mount for LG LSAB Series,True,No Purchases,EA,False,DVLED,Presale,LED,01tPW000008a151YAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",555DNT1S-UA-S,555DNT1S-UA-S,"55"" NEPTUNE 500NIT SMART OUTDOOR TV - SAMPLE",True,No Request,EA,False,NEPTUNE,Active,TV,01tPW000008a14dYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",655DNT1S-UA-S,655DNT1S-UA-S,"65"" NEPTUNE 500NIT SMART OUTDOOR TV - SAMPLE",True,No Request,EA,False,NEPTUNE,Use Up,TV,01tPW000008a14kYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",557DNT1S-UA-S,557DNT1S-UA-S,"55"" NEPTUNE 800NIT SMART OUTDOOR TV - SAMPLE",True,No Request,EA,False,NEPTUNE,Use Up,TV,01tPW000008a14eYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",657DNT1S-UA-S,657DNT1S-UA-S,"65"" NEPTUNE 800NIT SMART OUTDOOR TV - SAMPLE",True,No Request,EA,False,NEPTUNE,Use Up,TV,01tPW000008a14lYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",44949,44949,4.7-4.9 -LED - 6x1 Outdoor Wall Mount for Uslim II (PRJ500938),True,Active,EA,False,DVLED,Active,LED,01tPW000008a14bYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",44743,44743,4.16  (1) 17x1 dvLED UslimII set inside aluminum box (PRJ500574),True,Active,EA,False,DVLED,Active,LED,01tPW000008a14aYAA
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",44741,44741,4.17  2x3 DvLED Uslim II display - set inside sign box 6x6 solution (PRJ500939),True,Active,EA,False,DVLED,Active,LED,01tPW000008a14YYAQ
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",44742,44742,4.18 - 9x1 dvLED USlim II to sit in an aluminum sign box (PRJ500940),True,Active,EA,False,DVLED,Active,LED,01tPW000008a14ZYAQ
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",PRJ500972,PRJ500972,"Custom IR Overlay for Grandscape 55"" Xtreme(tm) High Bright Display (ECN47738)",True,Active,EA,False,KIOSK,,KIOSK,01tPW000008a16FYAQ
INSERT,PT655,PT655,"Paramount™ Tilting Wall Mount for 32"" to 90""+ Displays w/ Height Adjustment",True,No Request,EA,False,CORE,Use Up,MOUNT,
INSERT,PF655,PF655,"Paramount™ Flat Wall Mount for 32"" to 90""+ Displays w/ Height Adjustment",True,No Request,EA,False,CORE,Use Up,MOUNT,
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-12X5,DS-LEDUNV610-12X5,12x5 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15LYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV960-6X5,DS-LEDUNV960-6X5,6x5 Universal wall mount for latching dvLED displays up to 960mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15gYAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-22X9,DS-LEDUNV610-22X9,22x9 Universal wall mount for latching dvLED displays up to 610mm wide,True,No Purchases,EA,False,DVLED,,LED,01tPW000008a15RYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDTK-29VX14S,DS-LEDTK-29VX14S,"Universal DV-LED Trim Kit, 29' Vented x 14' Solid",True,Active,EA,False,DVLED,,LED,01tPW000008a156YAA
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",PRJ501012,PRJ501012,Custom KOP Brackets for XHB554,True,Active,EA,False,KIOSK,,KIOSK,01tPW00000EtlhhYAB
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c)",PRJ501009,PRJ501009,Custom KOP Bracket for XHB554,True,Active,EA,False,KIOSK,,KIOSK,01tPW000008a16JYAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",PRJ501016,PRJ501016,Custom Door Assembly for KOF,False,Inactive,EA,False,KIOSK,,KIOSK,01tPW000008a16KYAQ
INSERT,PRJ501017,PRJ501017,XHB554 Adapter Brackets for MiLB Legacy 2019 Kiosks (ECN46528),True,Active,EA,False,KIOSK,,KIOSK,
INSERT,PRJ501026,PRJ501026,KOP55XHB2 With 1x XHB554 and 1x Rear Cover for DGTL,True,Active,EA,False,KIOSK,,KIOSK,
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c, Category__c)",PRJ501043,PRJ501043,"Replacement Acrylic Lettering for Towson ""INFORMATION"" (PRJ501043)",True,Active,EA,False,KIOSK,,KIOSK,01tPW000008a16LYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-10X8,DS-LEDUNV610-10X8,10X8 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15JYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDTK-20VX10S,DS-LEDTK-20VX10S,"Universal DV-LED Trim Kit, 20' Vented x 10' Solid",True,Active,EA,False,DVLED,,LED,01tPW000008a153YAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDTK-36VX12S,DS-LEDTK-36VX12S,"Universal DV-LED Trim Kit, 36' Vented x 12' Solid",True,Active,EA,False,DVLED,,LED,01tPW000008a159YAA
INSERT,ACC-SAWPE,ACC-SAWPE,"SmartMount Articulating Wall Plate Extenders for 24"" Stud Spacing",True,No Purchases,EA,False,CORE,Use Up,,
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDTK-5VX5S,DS-LEDTK-5VX5S,"Universal DV-LED Trim Kit, 5' Vented x 5' Solid",True,Active,EA,False,DVLED,,LED,01tPW000008a15DYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-3X3,DS-LEDUNV610-3X3,3X3 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15SYAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV1220-5X5,DS-LEDUNV1220-5X5,5x5 Universal wall mount for latching dvLED displays up to 1220mm wide,True,Active,EA,False,DVLED,,LED,01tPW000006q2yLYAQ
INSERT,DS-BF55-FLOOR,DS-BF55-FLOOR,"Portrait Floor Window Mount for BlueFin 55"" Dual Finished Flex-OS Screen",False,No Sales,EA,False,DS,Presale,LED,
"UPDATE (US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV1220-5X4,DS-LEDUNV1220-5X4,5x4 Universal wall mount for latching dvLED displays up to 1220mm wide,True,No Purchases,EA,False,DVLED,,LED,01tPW00000ICSEHYA5
INSERT,PRJ501185,PRJ501185,Fully Populated Electronics Enclosure per V4.5 Production Build,True,Active,EA,False,KIOSK,,KIOSK,
INSERT,PRJ501185-1,PRJ501185-1,Fully Populated Electronics Enclosure per V4.5 Production Build - No Advatek Controller,True,Active,EA,False,KIOSK,,KIOSK,
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",PRJ501008,PRJ501008,12x3 Column Mount for LG LSCB,True,Active,EA,False,DVLED,,LED,01tPW000008a16IYAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, Category__c)",DS-LEDUNV610-14X5,DS-LEDUNV610-14X5,14x5 Universal wall mount for latching dvLED displays up to 610mm wide,True,Active,EA,False,DVLED,,LED,01tPW000008a15NYAQ
